g_Koganroad,6,136.2455328999009,35.28386007051213,136.2468614675958,35.28391961411462,136.2495933578609,35.28631941173479,136.2530553938902,35.28969870461576,136.2557860962248,35.29270667000694,136.2572233113205,35.2947246932563
g_kasaoka,18,133.4869678472837,34.47281478609384,133.487197551039,34.47270959544494,133.4881447260519,34.47430430130747,133.4884811797833,34.47416297941266,133.4884067331514,34.47401462110356,133.4887865983976,34.4738247559517,133.4890434444286,34.47426544759435,133.4886520216932,34.47441784350384,133.4885474195947,34.47427817086074,133.4882112768476,34.47440257794152,133.4910194318497,34.47919939249229,133.4907661837915,34.47929706828485,133.4901084102685,34.47818318071885,133.4903586183876,34.47807974711439,133.4903144776204,34.47800619401264,133.4900727500214,34.47810800197789,133.490104096415,34.47817971886052,133.4869678472837,34.47281478609384
g_shirahama,17,135.3582002449459,33.65983380235683,135.358658799499,33.65999016547863,135.3584582231541,33.66036747614729,135.3581694965115,33.66054727636703,135.356149301892,33.66464590279228,135.3570608022416,33.66497401272284,135.3572720697824,33.66458456895514,135.3579449528222,33.6648331024128,135.3575185577942,33.6656986285271,135.3568302160038,33.66546801207879,135.3569851791002,33.66513672859963,135.3560818566934,33.6648138366743,135.3532653520524,33.67033466383834,135.3533239492741,33.67057653412979,135.3531189724412,33.67095104654364,135.3526873770888,33.67081104683194,135.3582002449459,33.65983380235683
g_karasu,5,136.544280476634,34.63858722915509,136.5442266295943,34.63846730409865,136.546803006087,34.63763031363032,136.5468617688231,34.63775249832232,136.544280476634,34.63858722915509
